pickup_hour,date,hour,day_name,is_weekend,raw_trip_count,valid_trip_count,valid_trip_share,temperature_f,precipitation_in,rain_in,snowfall_in,wind_speed_mph,weather_code,weather_label,has_precipitation,has_rain,has_snow,avg_trip_distance_miles,median_trip_distance_miles,avg_trip_duration_min,avg_fare_amount,avg_tip_amount,avg_total_amount,airport_fee_trip_count,card_payment_trip_count
2026-01-13 10:00:00,2026-01-13,10,Tuesday,False,6028,5811,0.9640013271400133,33.6,0.0,0.0,0.0,4.3,0,clear,False,False,False,3.140920667699191,1.69,19.08844719784317,20.29105489588711,2.9208174152469453,28.51673033901222,265,4233
2026-01-13 11:00:00,2026-01-13,11,Tuesday,False,6185,5992,0.9687954729183509,36.5,0.0,0.0,0.0,4.3,0,clear,False,False,False,3.192570093457944,1.67,18.959701824655095,20.42310747663551,2.988721628838451,28.63033210947931,236,4392
2026-01-13 12:00:00,2026-01-13,12,Tuesday,False,6508,6278,0.964658881376767,39.4,0.0,0.0,0.0,4.7,1,cloudy,False,False,False,3.2691446320484228,1.64,18.642832112137622,20.34314431347563,2.9720324944249756,28.79637464160561,280,4608
2026-01-13 13:00:00,2026-01-13,13,Tuesday,False,6424,6169,0.9603051058530511,41.7,0.0,0.0,0.0,5.1,2,cloudy,False,False,False,3.4312254822499595,1.7,18.2181498892311,20.532058680499272,3.0634138434106015,28.923096125790238,298,4557
2026-01-13 14:00:00,2026-01-13,14,Tuesday,False,7263,6984,0.9615861214374225,44.1,0.0,0.0,0.0,5.9,0,clear,False,False,False,3.4747780641466206,1.7,18.95247947689958,21.03512313860252,3.2288316151202747,29.796822737686142,443,5160
2026-01-13 15:00:00,2026-01-13,15,Tuesday,False,7656,7382,0.9642110762800418,45.0,0.0,0.0,0.0,7.1,3,cloudy,False,False,False,3.1207992413979952,1.61,18.38763885125982,20.06548767271742,2.9826388512598214,28.42815903549174,364,5377
2026-01-13 16:00:00,2026-01-13,16,Tuesday,False,7893,7638,0.9676928924363359,45.4,0.0,0.0,0.0,6.5,3,cloudy,False,False,False,2.8791424456664045,1.45,18.621255564283842,20.356489918826917,3.159960722702278,30.716601204503796,385,5521
2026-01-13 17:00:00,2026-01-13,17,Tuesday,False,9001,8737,0.9706699255638263,42.6,0.0,0.0,0.0,7.2,3,cloudy,False,False,False,2.526514822021289,1.4,17.154526725420627,19.248145816641866,2.986079890122468,29.42350921368891,348,6224
2026-01-13 18:00:00,2026-01-13,18,Tuesday,False,9120,8852,0.9706140350877193,40.4,0.0,0.0,0.0,6.9,3,cloudy,False,False,False,2.392725937641211,1.37,15.1676118391324,18.37448147311342,2.9474220515137826,28.519359466787165,372,6221
2026-01-13 19:00:00,2026-01-13,19,Tuesday,False,7414,7196,0.9705961694092258,40.6,0.0,0.0,0.0,7.8,3,cloudy,False,False,False,2.8469052251250697,1.56,14.30294144895312,18.49574624791551,3.0455794886047807,28.88296136742635,450,5154
2026-01-13 20:00:00,2026-01-13,20,Tuesday,False,7596,7372,0.9705107951553449,40.8,0.0,0.0,0.0,9.7,3,cloudy,False,False,False,3.429532013022246,2.05,14.13118556701031,19.185817959848073,2.9560824742268044,28.43578133478025,514,5029
2026-01-13 21:00:00,2026-01-13,21,Tuesday,False,7661,7461,0.9738937475525389,40.0,0.0,0.0,0.0,8.7,3,cloudy,False,False,False,3.3836188178528346,2.14,14.014794710271188,20.232132421927357,2.729126122503686,29.26745342447393,411,4678
2026-01-13 22:00:00,2026-01-13,22,Tuesday,False,6115,5963,0.9751430907604252,39.2,0.0,0.0,0.0,7.1,3,cloudy,False,False,False,3.6868857957403995,2.3,13.991802224830902,20.34117390575214,2.7044373637430823,29.372322656381016,426,3501
2026-01-13 23:00:00,2026-01-13,23,Tuesday,False,3234,3135,0.9693877551020408,39.8,0.0,0.0,0.0,6.0,3,cloudy,False,False,False,4.347059011164275,2.65,14.825582137161083,21.27534609250399,2.6714258373205744,30.277307814992025,312,1720
2026-01-14 00:00:00,2026-01-14,0,Wednesday,False,1744,1695,0.9719036697247706,39.8,0.0,0.0,0.0,5.5,3,cloudy,False,False,False,4.020436578171092,2.68,13.814670599803343,19.666589970501477,2.0808967551622417,27.627392330383483,88,818
2026-01-14 01:00:00,2026-01-14,1,Wednesday,False,931,898,0.9645542427497314,41.4,0.0,0.0,0.0,6.2,3,cloudy,False,False,False,3.9182293986636973,2.65,13.151057906458798,19.17670378619154,1.7171937639198218,26.57261692650334,31,379
2026-01-14 02:00:00,2026-01-14,2,Wednesday,False,514,502,0.9766536964980544,43.0,0.0,0.0,0.0,4.7,3,cloudy,False,False,False,4.355537848605578,3.36,13.634760956175299,20.05346613545817,1.52,27.06215139442231,13,192
2026-01-14 03:00:00,2026-01-14,3,Wednesday,False,351,335,0.9544159544159544,43.1,0.0,0.0,0.0,4.4,3,cloudy,False,False,False,5.2377014925373135,3.55,15.609402985074626,23.024328358208955,1.5489850746268656,30.42331343283582,11,117
2026-01-14 04:00:00,2026-01-14,4,Wednesday,False,486,469,0.9650205761316872,41.6,0.0,0.0,0.0,4.2,3,cloudy,False,False,False,6.636780383795309,4.7,20.206965174129355,27.978102345415778,1.9773987206823027,35.793603411513864,11,191
2026-01-14 05:00:00,2026-01-14,5,Wednesday,False,959,930,0.9697601668404588,41.1,0.0,0.0,0.0,4.4,3,cloudy,False,False,False,6.303236559139785,3.53,21.446594982078853,26.701569892473117,2.3903655913978494,35.32010752688172,39,509
2026-01-14 06:00:00,2026-01-14,6,Wednesday,False,2492,2422,0.9719101123595506,40.3,0.0,0.0,0.0,4.5,3,cloudy,False,False,False,5.170450041288191,2.955,21.396793283787503,24.108781998348473,1.9813129644921552,31.562824112303883,93,1304
2026-01-14 07:00:00,2026-01-14,7,Wednesday,False,5099,4955,0.9717591684644048,39.6,0.0,0.0,0.0,5.0,3,cloudy,False,False,False,3.920106962663976,2.24,19.439885637403297,22.54878304742684,2.194117053481332,30.200203834510596,165,2897
2026-01-14 08:00:00,2026-01-14,8,Wednesday,False,6820,6619,0.9705278592375367,39.5,0.0,0.0,0.0,5.4,3,cloudy,False,False,False,3.3718522435413205,1.95,19.40840006043209,21.97891826559903,2.3357470917056955,29.69520320290074,182,4115
2026-01-14 09:00:00,2026-01-14,9,Wednesday,False,6490,6279,0.9674884437596302,39.8,0.0,0.0,0.0,5.8,3,cloudy,False,False,False,3.082967032967033,1.77,18.069363486754792,19.86213569039656,2.597356266921484,27.67850613154961,231,4330
2026-01-14 10:00:00,2026-01-14,10,Wednesday,False,5964,5742,0.9627766599597586,42.3,0.0,0.0,0.0,5.7,3,cloudy,False,False,False,3.2288052943225356,1.75,18.43486880297225,20.113810518982934,2.78784569836294,28.05176593521421,254,4173
2026-01-14 11:00:00,2026-01-14,11,Wednesday,False,5950,5741,0.964873949579832,42.7,0.0,0.0,0.0,5.3,3,cloudy,False,False,False,3.1890489461766247,1.67,18.44961098531034,19.869123846019857,2.8306706148754572,27.867705974568892,220,4208
2026-01-14 12:00:00,2026-01-14,12,Wednesday,False,6383,6143,0.9624001253329155,45.0,0.0,0.0,0.0,4.2,3,cloudy,False,False,False,3.2257675402897608,1.65,18.316001953442942,19.951092300179067,2.971924141299039,28.148463291551362,308,4563
2026-01-14 13:00:00,2026-01-14,13,Wednesday,False,6968,6698,0.9612514351320322,47.9,0.0,0.0,0.0,3.1,3,cloudy,False,False,False,3.2428262167811286,1.7,17.856651239175875,19.90925948044192,3.007656016721409,28.22296954314721,292,4874
2026-01-14 14:00:00,2026-01-14,14,Wednesday,False,7494,7197,0.9603682946357086,47.8,0.0,0.0,0.0,1.6,3,cloudy,False,False,False,3.3973752952619147,1.77,18.338534574591264,20.329911074058636,3.085193830762818,28.842103654300402,439,5295
2026-01-14 15:00:00,2026-01-14,15,Wednesday,False,8035,7759,0.9656502800248911,49.7,0.0,0.0,0.0,2.1,3,cloudy,False,False,False,3.3970163680886714,1.71,18.927153413240536,20.743951540146927,3.1423997937878596,29.31851140610903,475,5739
2026-01-14 16:00:00,2026-01-14,16,Wednesday,False,8302,7999,0.963502770416767,49.6,0.0,0.0,0.0,2.6,3,cloudy,False,False,False,3.0586110763845484,1.48,18.575494853523356,20.325870733841732,3.2391373921740216,30.909852481560197,456,5871
2026-01-14 17:00:00,2026-01-14,17,Wednesday,False,9894,9570,0.9672528805336568,47.1,0.0,0.0,0.0,3.3,3,cloudy,False,False,False,2.563753396029258,1.4,16.757279693486588,19.459667711598744,2.982022988505747,29.656090909090906,382,6790
2026-01-14 18:00:00,2026-01-14,18,Wednesday,False,10154,9849,0.9699625763246011,44.4,0.0,0.0,0.0,4.5,3,cloudy,False,False,False,2.4689460858970453,1.4,14.814537854942971,18.512015433038886,2.9413473449081127,28.72950147223068,485,6927
2026-01-14 19:00:00,2026-01-14,19,Wednesday,False,8506,8272,0.9724900070538444,42.6,0.004,0.004,0.0,4.3,51,drizzle,True,True,False,2.7540510154738875,1.57,14.033980093488072,18.361771034816247,3.003196324951644,28.613249516441005,432,5798
2026-01-14 20:00:00,2026-01-14,20,Wednesday,False,8071,7857,0.9734853178044852,43.1,0.0,0.0,0.0,3.2,3,cloudy,False,False,False,3.4851011836578847,2.09,14.157558016206355,19.552002036400662,2.97771923125875,28.773702430953293,537,5373
2026-01-14 21:00:00,2026-01-14,21,Wednesday,False,8289,8060,0.9723730244902883,44.3,0.0,0.0,0.0,4.3,3,cloudy,False,False,False,3.4340545905707196,2.14,14.109334160463193,20.54010794044665,2.8477952853598016,29.71255583126551,573,5193
2026-01-14 22:00:00,2026-01-14,22,Wednesday,False,6387,6230,0.9754188194770628,45.4,0.0,0.0,0.0,5.3,3,cloudy,False,False,False,3.597926163723917,2.32,13.962487961476725,20.14962760834671,2.745825040128411,29.14516853932584,376,3851
2026-01-14 23:00:00,2026-01-14,23,Wednesday,False,3741,3632,0.970863405506549,44.2,0.0,0.0,0.0,3.1,3,cloudy,False,False,False,4.249443832599119,2.66,14.291304148311308,21.01602973568282,2.7384856828193835,30.118091960352423,384,2098
2026-01-15 00:00:00,2026-01-15,0,Thursday,False,2132,2056,0.9643527204502814,43.8,0.0,0.0,0.0,2.2,3,cloudy,False,False,False,4.523005836575875,2.8,14.34167477302205,21.597641050583658,2.472475680933852,30.171376459143968,190,1048
2026-01-15 01:00:00,2026-01-15,1,Thursday,False,1047,1005,0.9598853868194842,43.3,0.0,0.0,0.0,3.3,3,cloudy,False,False,False,4.460885572139303,2.84,13.681608623548922,20.650069651741294,2.119900497512438,28.573432835820896,65,464
2026-01-15 02:00:00,2026-01-15,2,Thursday,False,662,639,0.9652567975830816,43.9,0.0,0.0,0.0,5.2,3,cloudy,False,False,False,4.301251956181534,2.92,13.320605112154409,19.491283255086074,1.6992957746478872,26.787511737089204,26,277
2026-01-15 03:00:00,2026-01-15,3,Thursday,False,508,487,0.9586614173228346,43.5,0.0,0.0,0.0,5.7,3,cloudy,False,False,False,5.320164271047228,3.63,15.056639288158795,22.884928131416835,1.9851745379876795,30.59876796714579,41,203
2026-01-15 04:00:00,2026-01-15,4,Thursday,False,498,481,0.9658634538152611,42.7,0.0,0.0,0.0,6.0,3,cloudy,False,False,False,6.862390852390853,5.2,20.126888426888424,27.712619542619542,2.0625987525987526,35.16960498960499,11,199
2026-01-15 05:00:00,2026-01-15,5,Thursday,False,1154,1116,0.9670710571923743,40.5,0.0,0.0,0.0,5.7,3,cloudy,False,False,False,6.215985663082437,3.9050000000000002,20.49301075268817,26.644982078853047,2.0357974910394265,34.457338709677416,99,539
2026-01-15 06:00:00,2026-01-15,6,Thursday,False,2642,2558,0.9682059046177138,39.9,0.0,0.0,0.0,5.2,3,cloudy,False,False,False,5.063655199374511,2.94,20.75983841542872,24.01285379202502,1.949378420641126,31.275367474589522,127,1351
2026-01-15 07:00:00,2026-01-15,7,Thursday,False,5257,5130,0.9758417348297508,40.4,0.0,0.0,0.0,7.0,3,cloudy,False,False,False,3.9499649122807017,2.25,19.988586744639374,22.10325925925926,2.135617933723197,29.48690253411306,181,2992
2026-01-15 08:00:00,2026-01-15,8,Thursday,False,6603,6421,0.9724367711646221,40.3,0.004,0.004,0.0,6.9,51,drizzle,True,True,False,3.3074583398224573,1.96,18.7111924414681,20.880504594299953,2.2149587291699113,28.23115091107304,124,3958
2026-01-15 09:00:00,2026-01-15,9,Thursday,False,6653,6438,0.9676837516909664,41.2,0.0,0.0,0.0,9.2,3,cloudy,False,False,False,3.263903386144765,1.84,18.64040333436885,20.00251630941286,2.503126747437092,27.666721031376206,285,4392
2026-01-15 10:00:00,2026-01-15,10,Thursday,False,6057,5836,0.9635132904077927,39.6,0.0,0.0,0.0,11.6,3,cloudy,False,False,False,3.05696881425634,1.7,18.394151245145075,19.432208704592185,2.742659355723098,27.273132282385195,211,4194
2026-01-15 11:00:00,2026-01-15,11,Thursday,False,6128,5911,0.964588772845953,38.2,0.0,0.0,0.0,11.0,0,clear,False,False,False,3.1793841989511082,1.68,19.19315400665426,19.911576721366945,2.8319844357976653,27.842307562172223,224,4375
2026-01-15 12:00:00,2026-01-15,12,Thursday,False,6632,6403,0.9654704463208685,37.8,0.0,0.0,0.0,12.0,0,clear,False,False,False,3.167212244260503,1.63,18.5941746056536,19.827423082929876,2.828828674059035,27.84554896142433,272,4705
2026-01-15 13:00:00,2026-01-15,13,Thursday,False,6605,6378,0.9656320968962907,37.1,0.0,0.0,0.0,11.8,0,clear,False,False,False,3.3130809031044217,1.67,18.45916170168287,20.245453120100343,3.0340357478833493,28.615227343994984,288,4687
2026-01-15 14:00:00,2026-01-15,14,Thursday,False,7594,7332,0.9654990782196471,36.7,0.0,0.0,0.0,11.7,0,clear,False,False,False,3.3746044735406437,1.69,19.608221949445355,20.603532460447354,3.13573240589198,29.129856792144025,416,5345
2026-01-15 15:00:00,2026-01-15,15,Thursday,False,8377,8074,0.963829533245792,36.1,0.0,0.0,0.0,11.6,0,clear,False,False,False,3.271636115927669,1.65,20.177925026835112,20.82861902402774,3.0605622987366856,29.254855090413674,491,5915
2026-01-15 16:00:00,2026-01-15,16,Thursday,False,8683,8413,0.9689047564205919,34.6,0.0,0.0,0.0,12.3,0,clear,False,False,False,3.198110067752288,1.45,20.262837275644834,21.2925579460359,3.4997099726613574,32.26875906335433,599,6207
2026-01-15 17:00:00,2026-01-15,17,Thursday,False,10555,10238,0.9699668403600189,32.2,0.0,0.0,0.0,11.9,0,clear,False,False,False,2.5338708732174253,1.34,17.548554405157258,19.53384938464544,2.9968196913459657,29.753989060363356,437,7218
2026-01-15 18:00:00,2026-01-15,18,Thursday,False,11323,10995,0.9710324119049721,29.7,0.0,0.0,0.0,10.4,0,clear,False,False,False,2.2572687585266027,1.3,15.535299378505382,18.800576625738973,2.7784447476125513,28.732707594361074,469,7448
2026-01-15 19:00:00,2026-01-15,19,Thursday,False,9373,9120,0.9730075749493226,27.8,0.0,0.0,0.0,10.1,0,clear,False,False,False,2.5602214912280705,1.4,14.555559210526317,18.07422149122807,2.8726710526315786,28.090016447368424,484,6307
2026-01-15 20:00:00,2026-01-15,20,Thursday,False,9103,8892,0.9768208282983631,26.7,0.0,0.0,0.0,9.3,0,clear,False,False,False,3.315534188034188,1.95,14.608884390463338,19.122101889338733,3.021726270805218,28.387573099415203,597,6088
2026-01-15 21:00:00,2026-01-15,21,Thursday,False,9594,9357,0.9752970606629143,26.0,0.0,0.0,0.0,9.0,0,clear,False,False,False,3.2186341776210323,2.0,14.091038794485412,19.12265683445549,2.7650229774500374,28.05205087100566,575,6048
2026-01-15 22:00:00,2026-01-15,22,Thursday,False,8599,8364,0.9726712408419583,24.8,0.0,0.0,0.0,10.0,0,clear,False,False,False,3.493179100908656,2.15,14.237205085286147,20.343931133428985,2.600807030129125,29.110559540889525,526,4861
2026-01-15 23:00:00,2026-01-15,23,Thursday,False,5415,5269,0.9730378578024007,24.1,0.0,0.0,0.0,8.8,0,clear,False,False,False,3.997988233061302,2.4,14.90524767508066,21.018825204023535,2.505752514708673,29.80529322452078,449,2773
2026-01-16 00:00:00,2026-01-16,0,Friday,False,3243,3140,0.9682392846130127,23.8,0.0,0.0,0.0,8.4,0,clear,False,False,False,4.259729299363057,2.565,14.151507430997876,21.08300636942675,2.437347133757962,29.62585668789809,316,1642
2026-01-16 01:00:00,2026-01-16,1,Friday,False,1813,1745,0.9624931053502482,23.6,0.0,0.0,0.0,8.8,0,clear,False,False,False,3.8266991404011463,2.46,12.8832664756447,18.490590257879656,1.9780343839541548,26.48953581661891,96,857
2026-01-16 02:00:00,2026-01-16,2,Friday,False,1114,1071,0.9614003590664273,23.9,0.0,0.0,0.0,11.9,0,clear,False,False,False,3.8105975723622785,2.4,12.6812324929972,18.351792717086834,1.7476283846872083,25.85050420168067,36,471
2026-01-16 03:00:00,2026-01-16,3,Friday,False,689,656,0.9521044992743106,22.6,0.0,0.0,0.0,12.8,0,clear,False,False,False,4.691737804878049,2.755,14.44441056910569,20.805381097560975,1.6382926829268294,28.37341463414634,15,263
2026-01-16 04:00:00,2026-01-16,4,Friday,False,802,773,0.9638403990024937,22.5,0.0,0.0,0.0,10.0,0,clear,False,False,False,5.574657179818887,3.69,17.081586890901253,24.54745148771022,1.947438551099612,32.495122897800776,11,295
2026-01-16 05:00:00,2026-01-16,5,Friday,False,1364,1319,0.967008797653959,22.6,0.0,0.0,0.0,10.2,0,clear,False,False,False,6.086322971948445,3.42,19.16280010108668,28.83180439727066,2.4336467020470054,37.90721758908264,76,540
2026-01-16 06:00:00,2026-01-16,6,Friday,False,2724,2632,0.9662261380323054,22.5,0.0,0.0,0.0,12.2,0,clear,False,False,False,5.308240881458967,3.1,20.18452380952381,25.919631458966567,1.9056572948328265,33.522173252279636,125,1220
2026-01-16 07:00:00,2026-01-16,7,Friday,False,4973,4832,0.9716468932234064,21.3,0.0,0.0,0.0,12.4,0,clear,False,False,False,4.1729759933774835,2.4,19.0096440397351,23.477880794701985,2.100165562913907,30.995891970198674,196,2650
2026-01-16 08:00:00,2026-01-16,8,Friday,False,5952,5800,0.9744623655913979,21.6,0.0,0.0,0.0,11.8,1,cloudy,False,False,False,3.358291379310345,1.92,17.251913793103448,19.96626551724138,2.1383327586206895,27.156560344827586,147,3514
2026-01-16 09:00:00,2026-01-16,9,Friday,False,5999,5832,0.9721620270045007,22.7,0.0,0.0,0.0,7.3,0,clear,False,False,False,3.298316186556927,1.77,16.983996342021033,19.400113168724282,2.4581207133058984,27.06403120713306,255,3908
2026-01-16 10:00:00,2026-01-16,10,Friday,False,5935,5743,0.9676495366470093,25.3,0.0,0.0,0.0,9.8,2,cloudy,False,False,False,3.2949155493644438,1.74,17.78108421846886,19.605767020720876,2.5989273898659238,27.38629113703639,286,4001
2026-01-16 11:00:00,2026-01-16,11,Friday,False,6291,6080,0.9664600222540136,28.1,0.0,0.0,0.0,10.4,0,clear,False,False,False,3.168975328947368,1.64,17.785386513157892,19.469194078947368,2.750236842105263,27.41121875,277,4313
2026-01-16 12:00:00,2026-01-16,12,Friday,False,6863,6641,0.9676526300451698,29.9,0.0,0.0,0.0,10.3,0,clear,False,False,False,3.2420780003011593,1.66,18.016536164232296,19.94707574160518,2.8590618882698386,28.127370877879837,373,4703
2026-01-16 13:00:00,2026-01-16,13,Friday,False,6950,6722,0.9671942446043166,31.0,0.0,0.0,0.0,10.4,1,cloudy,False,False,False,3.314146087473966,1.69,18.692410492908856,20.269214519488248,2.8789571556084494,28.480586135078845,351,4738
2026-01-16 14:00:00,2026-01-16,14,Friday,False,7726,7432,0.9619466735697644,31.6,0.0,0.0,0.0,9.5,3,cloudy,False,False,False,3.5919079655543595,1.8,20.270615805525654,21.61312029063509,3.075857104413348,30.197900968783635,581,5071
2026-01-16 15:00:00,2026-01-16,15,Friday,False,7991,7721,0.9662119884870479,31.7,0.0,0.0,0.0,9.1,3,cloudy,False,False,False,3.348616759487113,1.7,20.83373051849933,21.38058541639684,3.0572011397487375,29.87374433363554,554,5354
2026-01-16 16:00:00,2026-01-16,16,Friday,False,8460,8174,0.966193853427896,32.2,0.0,0.0,0.0,7.7,3,cloudy,False,False,False,3.1747993638365553,1.48,20.755325829867058,21.941113286028873,3.2467604599951065,32.4708967457793,607,5619
2026-01-16 17:00:00,2026-01-16,17,Friday,False,9058,8770,0.9682049017443144,31.7,0.0,0.0,0.0,6.6,1,cloudy,False,False,False,2.5430079817559865,1.34,17.817117065754466,19.7168244013683,2.7697286202964655,29.51897377423033,389,5703
2026-01-16 18:00:00,2026-01-16,18,Friday,False,9575,9273,0.9684595300261096,29.8,0.0,0.0,0.0,6.0,1,cloudy,False,False,False,2.313532837269492,1.28,15.942037815881232,19.163285883748518,2.590966246090801,28.837996333441172,423,5701
2026-01-16 19:00:00,2026-01-16,19,Friday,False,8528,8270,0.9697467166979362,29.2,0.0,0.0,0.0,6.6,1,cloudy,False,False,False,2.7095562273276905,1.4,15.68805118903668,19.340182587666263,2.601626360338573,29.000842805320435,554,4879
2026-01-16 20:00:00,2026-01-16,20,Friday,False,7142,6954,0.9736768412209466,29.5,0.0,0.0,0.0,5.6,0,clear,False,False,False,3.628810756399195,1.98,15.760751605790432,19.806548748921482,2.7642062122519415,28.840777969513947,599,4342
2026-01-16 21:00:00,2026-01-16,21,Friday,False,7176,6960,0.9698996655518395,29.1,0.0,0.0,0.0,6.9,0,clear,False,False,False,3.2924425287356325,1.97,15.129626436781608,18.738218390804597,2.7015718390804597,27.50079022988506,422,4515
2026-01-16 22:00:00,2026-01-16,22,Friday,False,7255,7055,0.972432804962095,28.9,0.0,0.0,0.0,7.6,3,cloudy,False,False,False,3.4157462792345856,2.06,15.418006142215923,19.098486180014174,2.469974486180014,27.498921332388377,359,4158
2026-01-16 23:00:00,2026-01-16,23,Friday,False,6887,6683,0.9703789748802091,29.0,0.0,0.0,0.0,7.0,1,cloudy,False,False,False,3.632645518479725,2.22,15.647875205745923,19.859094717941044,2.287156965434685,28.215358371988625,398,3691
2026-01-17 00:00:00,2026-01-17,0,Saturday,True,5976,5820,0.9738955823293173,28.9,0.0,0.0,0.0,5.8,0,clear,False,False,False,3.690735395189004,2.39,14.927711912943872,19.827274914089347,2.0341752577319587,27.832281786941582,296,2893
2026-01-17 01:00:00,2026-01-17,1,Saturday,True,4880,4741,0.971516393442623,28.6,0.0,0.0,0.0,4.6,3,cloudy,False,False,False,3.241980594811221,2.25,13.380988539689236,17.717028053153342,1.6606116852984603,25.090259438936933,58,2254
2026-01-17 02:00:00,2026-01-17,2,Saturday,True,3608,3515,0.9742239467849224,30.5,0.0,0.0,0.0,4.8,3,cloudy,False,False,False,3.357001422475107,2.3,13.150967283072546,17.619422475106685,1.5401877667140826,24.82468278805121,16,1616
2026-01-17 03:00:00,2026-01-17,3,Saturday,True,2380,2297,0.9651260504201681,31.5,0.0,0.0,0.0,4.5,3,cloudy,False,False,False,3.5947583804962995,2.61,13.267501088376143,18.212568567696994,1.4611232041793643,25.29915106660862,7,1023
2026-01-17 04:00:00,2026-01-17,4,Saturday,True,1543,1478,0.9578742709008425,31.8,0.004,0.0,0.028,3.6,71,snow,True,False,True,4.297746955345061,2.9,14.041474966170501,20.58497293640054,1.5163261163734778,27.688876860622464,7,569
2026-01-17 05:00:00,2026-01-17,5,Saturday,True,872,846,0.9701834862385321,31.8,0.024,0.0,0.165,2.4,73,snow,True,False,True,6.0653900709219855,4.25,17.05181245074862,25.98502364066194,2.103238770685579,34.015413711583925,70,263
2026-01-17 06:00:00,2026-01-17,6,Saturday,True,1187,1140,0.9604043807919124,32.1,0.0,0.0,0.0,1.8,3,cloudy,False,False,False,5.411561403508772,3.4800000000000004,15.862470760233919,24.239921052631576,2.0492280701754386,31.727333333333338,93,434
2026-01-17 07:00:00,2026-01-17,7,Saturday,True,1683,1626,0.966131907308378,32.5,0.0,0.0,0.0,2.6,3,cloudy,False,False,False,4.91950799507995,3.01,15.416820418204182,22.183093480934808,1.9062238622386223,29.445639606396064,101,708
2026-01-17 08:00:00,2026-01-17,8,Saturday,True,2605,2525,0.9692898272552783,32.0,0.0,0.0,0.0,3.1,3,cloudy,False,False,False,4.272906930693069,2.42,14.901920792079208,20.338756435643564,2.1333465346534655,27.802146534653463,189,1359
2026-01-17 09:00:00,2026-01-17,9,Saturday,True,3755,3632,0.9672436750998669,34.2,0.0,0.0,0.0,3.9,3,cloudy,False,False,False,3.5607378854625553,2.15,13.705323054331863,18.380977422907492,2.2011095814977972,25.779019823788545,187,2147
2026-01-17 10:00:00,2026-01-17,10,Saturday,True,5091,4932,0.9687684148497349,35.2,0.0,0.0,0.0,4.6,3,cloudy,False,False,False,3.1012875101378747,1.88,13.551290889429573,17.116599756691,2.2636800486618003,24.5776500405515,197,3060
2026-01-17 11:00:00,2026-01-17,11,Saturday,True,5824,5616,0.9642857142857143,35.6,0.008,0.0,0.055,3.7,71,snow,True,False,True,2.974020655270655,1.76,14.200750830959166,17.181689814814813,2.3509526353276353,24.69214031339031,176,3630
2026-01-17 12:00:00,2026-01-17,12,Saturday,True,7261,7023,0.9672221457099573,35.2,0.008,0.0,0.055,3.6,71,snow,True,False,True,2.864691727182116,1.72,15.958185011153827,17.970344582087428,2.357996582656984,25.5091057952442,242,4390
2026-01-17 13:00:00,2026-01-17,13,Saturday,True,7890,7623,0.9661596958174905,34.2,0.012,0.0,0.083,5.3,73,snow,True,False,True,2.809054178145087,1.68,15.99359176177358,18.711696182605273,2.2153430407975865,26.128629148629148,248,4436
2026-01-17 14:00:00,2026-01-17,14,Saturday,True,6623,6373,0.9622527555488449,32.9,0.059,0.0,0.413,4.0,75,snow,True,False,True,3.1717150478581515,1.78,15.654092787279671,19.275771222344265,2.432308175113761,26.916229405303625,246,3947
2026-01-17 15:00:00,2026-01-17,15,Saturday,True,6798,6565,0.9657252132980289,33.0,0.063,0.0,0.441,6.2,75,snow,True,False,True,3.223905559786748,1.88,15.79856816450876,18.745386138613863,2.4701629855293223,26.490984006092916,306,4198
2026-01-17 16:00:00,2026-01-17,16,Saturday,True,7429,7158,0.9635213353075784,33.5,0.008,0.0,0.055,6.5,71,snow,True,False,True,3.2920494551550714,1.855,15.973393405979325,19.176191673651857,2.6449552947750767,27.12149483095837,392,4666
2026-01-17 17:00:00,2026-01-17,17,Saturday,True,7546,7244,0.9599787967134906,33.7,0.0,0.0,0.0,6.1,2,cloudy,False,False,False,3.307469630038653,1.88,16.559272041229523,19.77194229707344,2.6282896189950304,27.8007813362783,445,4498
2026-01-17 18:00:00,2026-01-17,18,Saturday,True,8131,7838,0.96396507194687,32.7,0.0,0.0,0.0,4.9,0,clear,False,False,False,3.210919877519775,1.91,16.311865271752996,19.736157182954834,2.3421587139576423,27.509954069915793,431,4481
2026-01-17 19:00:00,2026-01-17,19,Saturday,True,7478,7302,0.9764642952661139,30.1,0.0,0.0,0.0,4.2,0,clear,False,False,False,3.1524007121336624,1.89,15.781703642837579,19.00690495754588,2.1025294439879487,26.376251711859766,337,4040
2026-01-17 20:00:00,2026-01-17,20,Saturday,True,6945,6747,0.9714902807775379,29.8,0.0,0.0,0.0,4.0,1,cloudy,False,False,False,3.5051400622498887,2.0,15.635368805889037,19.40302949459019,2.3412746405809988,27.645879650214912,431,3781
2026-01-17 21:00:00,2026-01-17,21,Saturday,True,6802,6606,0.9711849456042341,25.8,0.0,0.0,0.0,3.6,0,clear,False,False,False,3.432169240084771,2.1,15.435508123927741,19.25688162276718,2.541002119285498,27.627633969118982,361,3939
2026-01-17 22:00:00,2026-01-17,22,Saturday,True,7929,7727,0.9745238996090302,24.8,0.0,0.0,0.0,3.3,0,clear,False,False,False,3.2758767956516115,2.11,15.117712782019758,18.897815452310084,2.3931603468357707,27.15088779603986,302,4534
